TargetField,DataType
CLM_PERIOD_PERF_START_DATE,DATETIME
CLM_PERIOD_PERF_END_DATE,DATETIME
CLM_EXTENDED_ITEM_DESCRIPTION,STRING
CLM_OPTION_EXERCISED,STRING
LoadBy,STRING
LoadDate,TIMESTAMP
LoadProcess,STRING
CreateBy,STRING
CreateDate,TIMESTAMP
CreateProcess,STRING
UpdateBy,STRING
UpdateDate,TIMESTAMP
UpdateProcess,STRING
InactiveInd,BOOLEAN
InactiveDate,TIMESTAMP
InactiveReason,STRING
