SourceField,DataType
AMOUNT_INCLUDES_TAX_FLAG,STRING
EXCLUSIVE_PAYMENT_FLAG,STRING
TAX_REPORTING_SITE_FLAG,STRING
ATTRIBUTE_CATEGORY,STRING
ATTRIBUTE1,STRING
ATTRIBUTE2,STRING
ATTRIBUTE3,STRING
ATTRIBUTE4,STRING
ATTRIBUTE5,STRING
ATTRIBUTE6,STRING
ATTRIBUTE7,STRING
ATTRIBUTE8,STRING
ATTRIBUTE9,STRING
ATTRIBUTE10,STRING
ATTRIBUTE11,STRING
ATTRIBUTE12,STRING
ATTRIBUTE13,STRING
ATTRIBUTE14,STRING
ATTRIBUTE15,STRING
REQUEST_ID,NUMERIC
PROGRAM_APPLICATION_ID,NUMERIC
PROGRAM_ID,NUMERIC
PROGRAM_UPDATE_DATE,DATETIME
VALIDATION_NUMBER,STRING
EXCLUDE_FREIGHT_FROM_DISCOUNT,STRING
VAT_REGISTRATION_NUM,STRING
OFFSET_VAT_CODE,STRING
ORG_ID,NUMERIC
CHECK_DIGITS,STRING
BANK_NUMBER,STRING
ADDRESS_LINE4,STRING
COUNTY,STRING
ADDRESS_STYLE,STRING
LANGUAGE,STRING
ALLOW_AWT_FLAG,STRING
AWT_GROUP_ID,NUMERIC
GLOBAL_ATTRIBUTE1,STRING
GLOBAL_ATTRIBUTE2,STRING
GLOBAL_ATTRIBUTE3,STRING
GLOBAL_ATTRIBUTE4,STRING
GLOBAL_ATTRIBUTE5,STRING
GLOBAL_ATTRIBUTE6,STRING
GLOBAL_ATTRIBUTE7,STRING
GLOBAL_ATTRIBUTE8,STRING
GLOBAL_ATTRIBUTE9,STRING
GLOBAL_ATTRIBUTE10,STRING
GLOBAL_ATTRIBUTE11,STRING
GLOBAL_ATTRIBUTE12,STRING
GLOBAL_ATTRIBUTE13,STRING
GLOBAL_ATTRIBUTE14,STRING
GLOBAL_ATTRIBUTE15,STRING
GLOBAL_ATTRIBUTE16,STRING
GLOBAL_ATTRIBUTE17,STRING
GLOBAL_ATTRIBUTE18,STRING
GLOBAL_ATTRIBUTE19,STRING
GLOBAL_ATTRIBUTE20,STRING
GLOBAL_ATTRIBUTE_CATEGORY,STRING
EDI_TRANSACTION_HANDLING,STRING
EDI_ID_NUMBER,STRING
EDI_PAYMENT_METHOD,STRING
EDI_PAYMENT_FORMAT,STRING
EDI_REMITTANCE_METHOD,STRING
BANK_CHARGE_BEARER,STRING
EDI_REMITTANCE_INSTRUCTION,STRING
BANK_BRANCH_TYPE,STRING
PAY_ON_CODE,STRING
DEFAULT_PAY_SITE_ID,NUMERIC
PAY_ON_RECEIPT_SUMMARY_CODE,STRING
TP_HEADER_ID,NUMERIC
ECE_TP_LOCATION_CODE,STRING
PCARD_SITE_FLAG,STRING
MATCH_OPTION,STRING
COUNTRY_OF_ORIGIN_CODE,STRING
FUTURE_DATED_PAYMENT_CCID,NUMERIC
CREATE_DEBIT_MEMO_FLAG,STRING
OFFSET_TAX_FLAG,STRING
SUPPLIER_NOTIF_METHOD,STRING
EMAIL_ADDRESS,STRING
REMITTANCE_EMAIL,STRING
PRIMARY_PAY_SITE_FLAG,STRING
SHIPPING_CONTROL,STRING
SELLING_COMPANY_IDENTIFIER,STRING
GAPLESS_INV_NUM_FLAG,STRING
DUNS_NUMBER,STRING
TOLERANCE_ID,NUMERIC
LOCATION_ID,NUMERIC
PARTY_SITE_ID,NUMERIC
SERVICES_TOLERANCE_ID,NUMERIC
RETAINAGE_RATE,NUMERIC
TCA_SYNC_STATE,STRING
TCA_SYNC_PROVINCE,STRING
TCA_SYNC_COUNTY,STRING
TCA_SYNC_CITY,STRING
TCA_SYNC_ZIP,STRING
TCA_SYNC_COUNTRY,STRING
PAY_AWT_GROUP_ID,NUMERIC
CAGE_CODE,STRING
LEGAL_BUSINESS_NAME,STRING
DOING_BUS_AS_NAME,STRING
DIVISION_NAME,STRING
SMALL_BUSINESS_CODE,STRING
CCR_COMMENTS,STRING
DEBARMENT_START_DATE,DATETIME
DEBARMENT_END_DATE,DATETIME
ACK_LEAD_TIME,NUMERIC
