SourceField,DataType
DEFAULT_LIFE_EXTENSION_CEILING,NUMERIC
DEFAULT_LIFE_EXTENSION_FACTOR,NUMERIC
DEFAULT_MAX_FULLY_RSVD_REVALS,NUMERIC
DEFAULT_REVAL_FULLY_RSVD_FLAG,STRING
DEFERRED_DEPRN_EXPENSE_ACCT,STRING
DEFERRED_DEPRN_RESERVE_ACCT,STRING
DEPRN_ALLOCATION_CODE,STRING
DEPRN_STATUS,STRING
FISCAL_YEAR_NAME,STRING
INITIAL_PERIOD_COUNTER,NUMERIC
JE_CIP_ADJUSTMENT_CATEGORY,STRING
JE_CIP_ADDITION_CATEGORY,STRING
JE_CIP_RECLASS_CATEGORY,STRING
JE_CIP_RETIREMENT_CATEGORY,STRING
JE_CIP_REVAL_CATEGORY,STRING
JE_CIP_TRANSFER_CATEGORY,STRING
JE_REVAL_CATEGORY,STRING
LAST_MASS_COPY_PERIOD_COUNTER,NUMERIC
LAST_PERIOD_COUNTER,NUMERIC
LAST_PURGE_PERIOD_COUNTER,NUMERIC
MASS_COPY_SOURCE_BOOK,STRING
MASS_REQUEST_ID,NUMERIC
NBV_AMOUNT_THRESHOLD,NUMERIC
NBV_FRACTION_THRESHOLD,NUMERIC
NBV_RETIRED_GAIN_ACCT,STRING
NBV_RETIRED_LOSS_ACCT,STRING
PROCEEDS_OF_SALE_CLEARING_ACCT,STRING
PROCEEDS_OF_SALE_GAIN_ACCT,STRING
PROCEEDS_OF_SALE_LOSS_ACCT,STRING
REVALUE_ON_RETIREMENT_FLAG,STRING
REVAL_DEPRN_RESERVE_FLAG,STRING
REVAL_POSTING_FLAG,STRING
REVAL_RSV_RETIRED_GAIN_ACCT,STRING
REVAL_RSV_RETIRED_LOSS_ACCT,STRING
DEPRN_ADJUSTMENT_ACCT,STRING
IMMEDIATE_COPY_FLAG,STRING
JE_DEPRN_ADJUSTMENT_CATEGORY,STRING
DEPR_FIRST_YEAR_RET_FLAG,STRING
FLEXBUILDER_DEFAULTS_CCID,NUMERIC
RETIRE_REVAL_RESERVE_FLAG,STRING
USE_CURRENT_NBV_FOR_DEPRN,STRING
COPY_ADDITIONS_FLAG,STRING
USE_PERCENT_SALVAGE_VALUE_FLAG,STRING
GLOBAL_ATTRIBUTE1,STRING
GLOBAL_ATTRIBUTE2,STRING
GLOBAL_ATTRIBUTE3,STRING
GLOBAL_ATTRIBUTE4,STRING
GLOBAL_ATTRIBUTE5,STRING
GLOBAL_ATTRIBUTE6,STRING
GLOBAL_ATTRIBUTE7,STRING
GLOBAL_ATTRIBUTE8,STRING
GLOBAL_ATTRIBUTE9,STRING
GLOBAL_ATTRIBUTE10,STRING
GLOBAL_ATTRIBUTE11,STRING
GLOBAL_ATTRIBUTE12,STRING
GLOBAL_ATTRIBUTE13,STRING
GLOBAL_ATTRIBUTE14,STRING
GLOBAL_ATTRIBUTE15,STRING
GLOBAL_ATTRIBUTE16,STRING
GLOBAL_ATTRIBUTE17,STRING
GLOBAL_ATTRIBUTE18,STRING
GLOBAL_ATTRIBUTE19,STRING
GLOBAL_ATTRIBUTE20,STRING
GLOBAL_ATTRIBUTE_CATEGORY,STRING
MC_SOURCE_FLAG,STRING
REVAL_YTD_DEPRN_FLAG,STRING
ALLOW_CIP_ASSETS_FLAG,STRING
ORG_ID,NUMERIC
ALLOW_GROUP_DEPRN_FLAG,STRING
ALLOW_CIP_DEP_GROUP_FLAG,STRING
ALLOW_INTERCO_GROUP_FLAG,STRING
COPY_GROUP_ASSIGNMENT_FLAG,STRING
COPY_GROUP_ADDITION_FLAG,STRING
ALLOW_CIP_MEMBER_FLAG,STRING
ALLOW_MEMBER_TRACKING_FLAG,STRING
INTERCOMPANY_POSTING_FLAG,STRING
ALLOW_BACKDATED_TRANSFERS_FLAG,STRING
ALLOW_COST_SIGN_CHANGE_FLAG,STRING
ALLOW_IMPAIRMENT_FLAG,STRING
ALLOW_BONUS_DEPRN_FLAG,STRING
CREATE_ACCOUNTING_REQUEST_ID,NUMERIC
SORP_ENABLED_FLAG,STRING
COPY_AMORT_ADAJ_EXP_FLAG,STRING
COPY_GROUP_CHANGE_FLAG,STRING
PREVENT_PRIOR_PERIOD_TXNS_FLAG,STRING
ALLOW_UNALLOCATED_LINES_FLAG,STRING
DEFAULT_PERIOD_END_REVAL_FLAG,STRING
IMPORT_ALLOC_INV_LINES_AS_NEW,STRING
