SourceField,DataType
GLOBAL_ATTRIBUTE8,STRING
GLOBAL_ATTRIBUTE9,STRING
GLOBAL_ATTRIBUTE10,STRING
GLOBAL_ATTRIBUTE11,STRING
GLOBAL_ATTRIBUTE12,STRING
GLOBAL_ATTRIBUTE13,STRING
GLOBAL_ATTRIBUTE14,STRING
GLOBAL_ATTRIBUTE15,STRING
GLOBAL_ATTRIBUTE16,STRING
GLOBAL_ATTRIBUTE17,STRING
GLOBAL_ATTRIBUTE18,STRING
GLOBAL_ATTRIBUTE19,STRING
GLOBAL_ATTRIBUTE20,STRING
TRANSFER_PRIORITY,STRING
EXTERNAL_BANK_ACCOUNT_ID,INTEGER
STAMP_DUTY_AMT,STRING
STAMP_DUTY_BASE_AMT,STRING
MRC_CLEARED_BASE_AMOUNT,STRING
MRC_CLEARED_EXCHANGE_RATE,STRING
MRC_CLEARED_EXCHANGE_DATE,STRING
MRC_CLEARED_EXCHANGE_RATE_TYPE,STRING
MRC_EXCHANGE_RATE,STRING
MRC_EXCHANGE_DATE,STRING
MRC_EXCHANGE_RATE_TYPE,STRING
MRC_BASE_AMOUNT,STRING
MRC_CLEARED_ERROR_BASE_AMOUNT,STRING
MRC_CLEARED_CHARGES_BASE_AMT,STRING
MRC_STAMP_DUTY_BASE_AMT,STRING
MATURITY_EXCHANGE_DATE,STRING
MATURITY_EXCHANGE_RATE_TYPE,STRING
MATURITY_EXCHANGE_RATE,STRING
DESCRIPTION,STRING
ACTUAL_VALUE_DATE,TIMESTAMP
ANTICIPATED_VALUE_DATE,TIMESTAMP
RELEASED_DATE,STRING
STOPPED_DATE,STRING
MRC_MATURITY_EXG_DATE,STRING
MRC_MATURITY_EXG_RATE,STRING
MRC_MATURITY_EXG_RATE_TYPE,STRING
IBAN_NUMBER,STRING
VOID_CHECK_ID,STRING
VOID_CHECK_NUMBER,STRING
CE_BANK_ACCT_USE_ID,INTEGER
PAYMENT_METHOD_CODE,STRING
PARTY_ID,INTEGER
PARTY_SITE_ID,INTEGER
PAYMENT_PROFILE_ID,INTEGER
SETTLEMENT_PRIORITY,STRING
BANK_CHARGE_BEARER,STRING
LEGAL_ENTITY_ID,INTEGER
PAYMENT_DOCUMENT_ID,INTEGER
COMPLETED_PMTS_GROUP_ID,INTEGER
PAYMENT_ID,INTEGER
PAYMENT_INSTRUCTION_ID,INTEGER
REMIT_TO_SUPPLIER_NAME,STRING
REMIT_TO_SUPPLIER_ID,INTEGER
REMIT_TO_SUPPLIER_SITE,STRING
REMIT_TO_SUPPLIER_SITE_ID,INTEGER
RELATIONSHIP_ID,INTEGER
PAYCARD_AUTHORIZATION_NUMBER,STRING
PAYCARD_REFERENCE_ID,STRING
ACKNOWLEDGED_FLAG,STRING
