SourceField,DataType
GLOBAL_ATTRIBUTE11,STRING
GLOBAL_ATTRIBUTE12,STRING
GLOBAL_ATTRIBUTE13,STRING
GLOBAL_ATTRIBUTE14,STRING
GLOBAL_ATTRIBUTE15,STRING
GLOBAL_ATTRIBUTE16,STRING
GLOBAL_ATTRIBUTE17,STRING
GLOBAL_ATTRIBUTE18,STRING
GLOBAL_ATTRIBUTE19,STRING
GLOBAL_ATTRIBUTE20,STRING
GLOBAL_ATTRIBUTE_CATEGORY,STRING
QUANTITY_SHIPPED,INTEGER
COUNTRY_OF_ORIGIN_CODE,STRING
TAX_USER_OVERRIDE_FLAG,BOOLEAN
MATCH_OPTION,STRING
TAX_CODE_ID,INTEGER
CALCULATE_TAX_FLAG,BOOLEAN
CHANGE_PROMISED_DATE_REASON,STRING
NOTE_TO_RECEIVER,STRING
SECONDARY_QUANTITY,STRING
SECONDARY_UNIT_OF_MEASURE,STRING
PREFERRED_GRADE,STRING
SECONDARY_QUANTITY_RECEIVED,INTEGER
SECONDARY_QUANTITY_ACCEPTED,STRING
SECONDARY_QUANTITY_REJECTED,STRING
SECONDARY_QUANTITY_CANCELLED,STRING
VMI_FLAG,STRING
CONSIGNED_FLAG,BOOLEAN
RETROACTIVE_DATE,STRING
SUPPLIER_ORDER_LINE_NUMBER,STRING
AMOUNT,STRING
AMOUNT_RECEIVED,INTEGER
AMOUNT_BILLED,FLOAT
AMOUNT_CANCELLED,INTEGER
AMOUNT_REJECTED,INTEGER
AMOUNT_ACCEPTED,INTEGER
DROP_SHIP_FLAG,STRING
SALES_ORDER_UPDATE_DATE,STRING
TRANSACTION_FLOW_HEADER_ID,STRING
MANUAL_PRICE_CHANGE_FLAG,STRING
FINAL_MATCH_FLAG,STRING
SHIPMENT_CLOSED_DATE,TIMESTAMP
CLOSED_FOR_RECEIVING_DATE,TIMESTAMP
CLOSED_FOR_INVOICE_DATE,TIMESTAMP
SECONDARY_QUANTITY_SHIPPED,INTEGER
VALUE_BASIS,STRING
MATCHING_BASIS,STRING
PAYMENT_TYPE,STRING
DESCRIPTION,STRING
WORK_APPROVER_ID,STRING
BID_PAYMENT_ID,STRING
QUANTITY_FINANCED,INTEGER
AMOUNT_FINANCED,INTEGER
QUANTITY_RECOUPED,STRING
AMOUNT_RECOUPED,STRING
RETAINAGE_WITHHELD_AMOUNT,INTEGER
RETAINAGE_RELEASED_AMOUNT,INTEGER
AMOUNT_SHIPPED,STRING
OUTSOURCED_ASSEMBLY,INTEGER
TAX_ATTRIBUTE_UPDATE_CODE,STRING
ORIGINAL_SHIPMENT_ID,STRING
LCM_FLAG,STRING
UDA_TEMPLATE_ID,STRING
DRAFT_ID,STRING
