SourceField,DataType
REFERENCE_NUM,STRING
ATTRIBUTE11,STRING
ATTRIBUTE12,STRING
ATTRIBUTE13,STRING
ATTRIBUTE14,STRING
ATTRIBUTE15,STRING
MIN_RELEASE_AMOUNT,STRING
PRICE_TYPE_LOOKUP_CODE,STRING
CLOSED_CODE,STRING
PRICE_BREAK_LOOKUP_CODE,STRING
USSGL_TRANSACTION_CODE,STRING
GOVERNMENT_CONTEXT,STRING
REQUEST_ID,INTEGER
PROGRAM_APPLICATION_ID,INTEGER
PROGRAM_ID,INTEGER
PROGRAM_UPDATE_DATE,TIMESTAMP
CLOSED_DATE,TIMESTAMP
CLOSED_REASON,STRING
CLOSED_BY,INTEGER
TRANSACTION_REASON_CODE,STRING
ORG_ID,INTEGER
LINE_REFERENCE_NUM,STRING
QC_GRADE,STRING
BASE_UOM,STRING
BASE_QTY,STRING
SECONDARY_UOM,STRING
SECONDARY_QTY,STRING
GLOBAL_ATTRIBUTE_CATEGORY,STRING
GLOBAL_ATTRIBUTE1,INTEGER
GLOBAL_ATTRIBUTE2,STRING
GLOBAL_ATTRIBUTE3,STRING
GLOBAL_ATTRIBUTE4,STRING
GLOBAL_ATTRIBUTE5,STRING
GLOBAL_ATTRIBUTE6,STRING
GLOBAL_ATTRIBUTE7,STRING
GLOBAL_ATTRIBUTE8,STRING
GLOBAL_ATTRIBUTE9,STRING
GLOBAL_ATTRIBUTE10,STRING
GLOBAL_ATTRIBUTE11,STRING
GLOBAL_ATTRIBUTE12,STRING
GLOBAL_ATTRIBUTE13,STRING
GLOBAL_ATTRIBUTE14,STRING
GLOBAL_ATTRIBUTE15,STRING
GLOBAL_ATTRIBUTE16,STRING
GLOBAL_ATTRIBUTE17,STRING
GLOBAL_ATTRIBUTE18,STRING
GLOBAL_ATTRIBUTE19,STRING
GLOBAL_ATTRIBUTE20,STRING
PROJECT_ID,STRING
TASK_ID,STRING
EXPIRATION_DATE,STRING
TAX_CODE_ID,INTEGER
OKE_CONTRACT_HEADER_ID,STRING
OKE_CONTRACT_VERSION_ID,STRING
SECONDARY_QUANTITY,STRING
SECONDARY_UNIT_OF_MEASURE,STRING
PREFERRED_GRADE,STRING
AUCTION_HEADER_ID,STRING
AUCTION_DISPLAY_NUMBER,STRING
AUCTION_LINE_NUMBER,STRING
BID_NUMBER,STRING
BID_LINE_NUMBER,STRING
RETROACTIVE_DATE,TIMESTAMP
SUPPLIER_REF_NUMBER,STRING
CONTRACT_ID,STRING
START_DATE,STRING
AMOUNT,STRING
JOB_ID,STRING
CONTRACTOR_FIRST_NAME,STRING
CONTRACTOR_LAST_NAME,STRING
MANUAL_PRICE_CHANGE_FLAG,BOOLEAN
FROM_LINE_LOCATION_ID,STRING
ORDER_TYPE_LOOKUP_CODE,STRING
PURCHASE_BASIS,STRING
MATCHING_BASIS,STRING
SVC_AMOUNT_NOTIF_SENT,STRING
SVC_COMPLETION_NOTIF_SENT,STRING
BASE_UNIT_PRICE,FLOAT
CATALOG_NAME,STRING
SUPPLIER_PART_AUXID,STRING
IP_CATEGORY_ID,INTEGER
LAST_UPDATED_PROGRAM,STRING
RETAINAGE_RATE,STRING
MAX_RETAINAGE_AMOUNT,STRING
PROGRESS_PAYMENT_RATE,STRING
RECOUPMENT_RATE,STRING
TAX_ATTRIBUTE_UPDATE_CODE,STRING
GROUP_LINE_ID,STRING
LINE_NUM_DISPLAY,STRING
CLM_INFO_FLAG,BOOLEAN
CLM_OPTION_INDICATOR,STRING
CLM_BASE_LINE_NUM,STRING
CLM_OPTION_NUM,STRING
CLM_OPTION_FROM_DATE,STRING
CLM_OPTION_TO_DATE,STRING
CLM_FUNDED_FLAG,BOOLEAN
CONTRACT_TYPE,STRING
COST_CONSTRAINT,STRING
CLM_IDC_TYPE,STRING
UDA_TEMPLATE_ID,STRING
USER_DOCUMENT_STATUS,STRING
DRAFT_ID,STRING
CLM_EXERCISED_FLAG,STRING
CLM_EXERCISED_DATE,STRING
