SourceField,DataType
CANCELLED_AMOUNT,NUMERIC
TEMP_CANCELLED_AMOUNT,NUMERIC
PROJECT_ACCOUNTING_CONTEXT,STRING
USSGL_TRANSACTION_CODE,STRING
USSGL_TRX_CODE_CONTEXT,STRING
PROJECT_ID,NUMERIC
TASK_ID,NUMERIC
EXPENDITURE_TYPE,STRING
EXPENDITURE_ITEM_DATE,DATETIME
PA_QUANTITY,NUMERIC
EXPENDITURE_ORGANIZATION_ID,NUMERIC
PA_DEFAULT_DIST_CCID,NUMERIC
VENDOR_PREPAY_AMOUNT,NUMERIC
PAYMENT_AMOUNT_TOTAL,NUMERIC
AWT_FLAG,STRING
AWT_GROUP_ID,NUMERIC
REFERENCE_1,STRING
REFERENCE_2,STRING
ORG_ID,NUMERIC
PRE_WITHHOLDING_AMOUNT,NUMERIC
GLOBAL_ATTRIBUTE_CATEGORY,STRING
GLOBAL_ATTRIBUTE1,STRING
GLOBAL_ATTRIBUTE2,STRING
GLOBAL_ATTRIBUTE3,STRING
GLOBAL_ATTRIBUTE4,STRING
GLOBAL_ATTRIBUTE5,STRING
GLOBAL_ATTRIBUTE6,STRING
GLOBAL_ATTRIBUTE7,STRING
GLOBAL_ATTRIBUTE8,STRING
GLOBAL_ATTRIBUTE9,STRING
GLOBAL_ATTRIBUTE10,STRING
GLOBAL_ATTRIBUTE11,STRING
GLOBAL_ATTRIBUTE12,STRING
GLOBAL_ATTRIBUTE13,STRING
GLOBAL_ATTRIBUTE14,STRING
GLOBAL_ATTRIBUTE15,STRING
GLOBAL_ATTRIBUTE16,STRING
GLOBAL_ATTRIBUTE17,STRING
GLOBAL_ATTRIBUTE18,STRING
GLOBAL_ATTRIBUTE19,STRING
GLOBAL_ATTRIBUTE20,STRING
AUTO_TAX_CALC_FLAG,STRING
PAYMENT_CROSS_RATE_TYPE,STRING
PAYMENT_CROSS_RATE_DATE,DATETIME
PAY_CURR_INVOICE_AMOUNT,NUMERIC
MRC_BASE_AMOUNT,STRING
MRC_EXCHANGE_RATE,STRING
MRC_EXCHANGE_RATE_TYPE,STRING
MRC_EXCHANGE_DATE,STRING
MRC_POSTING_STATUS,STRING
GL_DATE,DATETIME
AWARD_ID,NUMERIC
PAID_ON_BEHALF_EMPLOYEE_ID,NUMERIC
AMT_DUE_CCARD_COMPANY,NUMERIC
AMT_DUE_EMPLOYEE,NUMERIC
APPROVAL_READY_FLAG,STRING
APPROVAL_ITERATION,NUMERIC
WFAPPROVAL_STATUS,STRING
REQUESTER_ID,NUMERIC
VALIDATION_REQUEST_ID,NUMERIC
VALIDATED_TAX_AMOUNT,NUMERIC
QUICK_CREDIT,STRING
CREDITED_INVOICE_ID,NUMERIC
DISTRIBUTION_SET_ID,NUMERIC
APPLICATION_ID,NUMERIC
PRODUCT_TABLE,STRING
REFERENCE_KEY1,STRING
REFERENCE_KEY2,STRING
REFERENCE_KEY3,STRING
REFERENCE_KEY4,STRING
REFERENCE_KEY5,STRING
TOTAL_TAX_AMOUNT,NUMERIC
SELF_ASSESSED_TAX_AMOUNT,NUMERIC
TAX_RELATED_INVOICE_ID,NUMERIC
TRX_BUSINESS_CATEGORY,STRING
USER_DEFINED_FISC_CLASS,STRING
TAXATION_COUNTRY,STRING
DOCUMENT_SUB_TYPE,STRING
SUPPLIER_TAX_INVOICE_NUMBER,STRING
SUPPLIER_TAX_INVOICE_DATE,DATETIME
SUPPLIER_TAX_EXCHANGE_RATE,NUMERIC
TAX_INVOICE_RECORDING_DATE,DATETIME
TAX_INVOICE_INTERNAL_SEQ,STRING
LEGAL_ENTITY_ID,NUMERIC
HISTORICAL_FLAG,STRING
FORCE_REVALIDATION_FLAG,STRING
BANK_CHARGE_BEARER,STRING
REMITTANCE_MESSAGE1,STRING
REMITTANCE_MESSAGE2,STRING
REMITTANCE_MESSAGE3,STRING
UNIQUE_REMITTANCE_IDENTIFIER,STRING
URI_CHECK_DIGIT,STRING
SETTLEMENT_PRIORITY,STRING
PAYMENT_REASON_CODE,STRING
PAYMENT_REASON_COMMENTS,STRING
PAYMENT_METHOD_CODE,STRING
DELIVERY_CHANNEL_CODE,STRING
QUICK_PO_HEADER_ID,NUMERIC
NET_OF_RETAINAGE_FLAG,STRING
RELEASE_AMOUNT_NET_OF_TAX,NUMERIC
CONTROL_AMOUNT,NUMERIC
PARTY_ID,NUMERIC
PARTY_SITE_ID,NUMERIC
PAY_PROC_TRXN_TYPE_CODE,STRING
PAYMENT_FUNCTION,STRING
CUST_REGISTRATION_CODE,STRING
CUST_REGISTRATION_NUMBER,STRING
PORT_OF_ENTRY_CODE,STRING
EXTERNAL_BANK_ACCOUNT_ID,NUMERIC
VENDOR_CONTACT_ID,NUMERIC
INTERNAL_CONTACT_EMAIL,STRING
DISC_IS_INV_LESS_TAX_FLAG,STRING
EXCLUDE_FREIGHT_FROM_DISCOUNT,STRING
PAY_AWT_GROUP_ID,NUMERIC
ORIGINAL_INVOICE_AMOUNT,NUMERIC
DISPUTE_REASON,STRING
REMIT_TO_SUPPLIER_NAME,STRING
REMIT_TO_SUPPLIER_ID,NUMERIC
REMIT_TO_SUPPLIER_SITE,STRING
REMIT_TO_SUPPLIER_SITE_ID,NUMERIC
RELATIONSHIP_ID,NUMERIC
