SourceField,DataType
GLOBAL_ATTRIBUTE13,STRING
GLOBAL_ATTRIBUTE14,STRING
GLOBAL_ATTRIBUTE15,STRING
GLOBAL_ATTRIBUTE16,STRING
GLOBAL_ATTRIBUTE17,STRING
GLOBAL_ATTRIBUTE18,STRING
GLOBAL_ATTRIBUTE19,STRING
GLOBAL_ATTRIBUTE20,STRING
WF_ITEM_TYPE,STRING
WF_ITEM_KEY,STRING
MRC_RATE_TYPE,STRING
MRC_RATE_DATE,STRING
MRC_RATE,STRING
PCARD_ID,STRING
PRICE_UPDATE_TOLERANCE,STRING
PAY_ON_CODE,STRING
XML_FLAG,BOOLEAN
XML_SEND_DATE,STRING
XML_CHANGE_SEND_DATE,STRING
GLOBAL_AGREEMENT_FLAG,STRING
CONSIGNED_CONSUMPTION_FLAG,STRING
CBC_ACCOUNTING_DATE,STRING
CONSUME_REQ_DEMAND_FLAG,STRING
CHANGE_REQUESTED_BY,STRING
SHIPPING_CONTROL,STRING
CONTERMS_EXIST_FLAG,BOOLEAN
CONTERMS_ARTICLES_UPD_DATE,STRING
CONTERMS_DELIV_UPD_DATE,STRING
ENCUMBRANCE_REQUIRED,STRING
PENDING_SIGNATURE_FLAG,BOOLEAN
CHANGE_SUMMARY,STRING
ENCUMBRANCE_REQUIRED_FLAG,STRING
DOCUMENT_CREATION_METHOD,STRING
SUBMIT_DATE,TIMESTAMP
ENABLE_ALL_SITES,BOOLEAN
CREATED_LANGUAGE,STRING
CPA_REFERENCE,STRING
LAST_UPDATED_PROGRAM,STRING
OTM_STATUS_CODE,STRING
OTM_RECOVERY_FLAG,STRING
SUPPLIER_NOTIF_METHOD,STRING
FAX,STRING
EMAIL_ADDRESS,STRING
RETRO_PRICE_COMM_UPDATES_FLAG,STRING
RETRO_PRICE_APPLY_UPDATES_FLAG,STRING
UPDATE_SOURCING_RULES_FLAG,STRING
AUTO_SOURCING_FLAG,STRING
LOCK_OWNER_ROLE,STRING
LOCK_OWNER_USER_ID,STRING
SUPPLIER_AUTH_ENABLED_FLAG,STRING
CAT_ADMIN_AUTH_ENABLED_FLAG,STRING
STYLE_ID,INTEGER
TAX_ATTRIBUTE_UPDATE_CODE,STRING
PAY_WHEN_PAID,STRING
COMM_REV_NUM,STRING
CLM_DOCUMENT_NUMBER,STRING
AME_APPROVAL_ID,STRING
AME_TRANSACTION_TYPE,STRING
