SourceField,DataType
GLOBAL_ATTRIBUTE13,STRING
GLOBAL_ATTRIBUTE14,STRING
GLOBAL_ATTRIBUTE15,STRING
GLOBAL_ATTRIBUTE16,STRING
GLOBAL_ATTRIBUTE17,STRING
GLOBAL_ATTRIBUTE18,STRING
GLOBAL_ATTRIBUTE19,STRING
GLOBAL_ATTRIBUTE20,STRING
GLOBAL_ATTRIBUTE_CATEGORY,STRING
EDI_PROCESSED_FLAG,STRING
EDI_PROCESSED_STATUS,STRING
GLOBAL_ATTRIBUTE21,STRING
GLOBAL_ATTRIBUTE22,STRING
GLOBAL_ATTRIBUTE23,STRING
GLOBAL_ATTRIBUTE24,STRING
GLOBAL_ATTRIBUTE25,STRING
GLOBAL_ATTRIBUTE26,STRING
GLOBAL_ATTRIBUTE27,STRING
GLOBAL_ATTRIBUTE28,STRING
GLOBAL_ATTRIBUTE29,STRING
GLOBAL_ATTRIBUTE30,STRING
MRC_EXCHANGE_RATE_TYPE,STRING
MRC_EXCHANGE_DATE,STRING
MRC_EXCHANGE_RATE,STRING
PAYMENT_SERVER_ORDER_NUM,STRING
APPROVAL_CODE,STRING
ADDRESS_VERIFICATION_CODE,STRING
OLD_TRX_NUMBER,STRING
BR_AMOUNT,STRING
BR_UNPAID_FLAG,STRING
BR_ON_HOLD_FLAG,STRING
DRAWEE_ID,STRING
DRAWEE_CONTACT_ID,STRING
DRAWEE_SITE_USE_ID,STRING
REMITTANCE_BANK_ACCOUNT_ID,STRING
OVERRIDE_REMIT_ACCOUNT_FLAG,STRING
DRAWEE_BANK_ACCOUNT_ID,STRING
SPECIAL_INSTRUCTIONS,STRING
REMITTANCE_BATCH_ID,STRING
PREPAYMENT_FLAG,STRING
CT_REFERENCE,STRING
CONTRACT_ID,STRING
BILL_TEMPLATE_ID,STRING
REVERSED_CASH_RECEIPT_ID,STRING
CC_ERROR_CODE,STRING
CC_ERROR_TEXT,STRING
CC_ERROR_FLAG,STRING
UPGRADE_METHOD,STRING
LEGAL_ENTITY_ID,INTEGER
REMIT_BANK_ACCT_USE_ID,STRING
PAYMENT_TRXN_EXTENSION_ID,STRING
AX_ACCOUNTED_FLAG,STRING
APPLICATION_ID,STRING
PAYMENT_ATTRIBUTES,STRING
BILLING_DATE,STRING
INTEREST_HEADER_ID,STRING
LATE_CHARGES_ASSESSED,STRING
TRAILER_NUMBER,STRING
